,gbifID,type,format,URL,group,Common Name,Scientific Name,Type,id
10000,779851531,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_DIG0084_10_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,779851531
10001,779851530,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_DIG0076_06_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,779851530
10002,779851529,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_DIG0076_21_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,779851529
10003,779851528,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_DIG0070_03_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,779851528
10004,779851527,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_DIG0011_15_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,779851527
10005,779851526,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_BeDAT0001_22_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,779851526
10006,779851525,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_BeDAT0001_15_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,779851525
10269,779849049,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_V0766_02_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849049
10270,779849048,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_V2189_10_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849048
10271,779849045,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0084_05_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849045
10272,779849044,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0084_04_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849044
10273,779849043,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0084_03_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849043
10274,779849042,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0084_02_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849042
10275,779849041,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0083_09_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849041
10276,779849040,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0083_08_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849040
10277,779849039,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0083_13_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849039
10278,779849038,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0083_11_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849038
10279,779849037,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0083_10_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849037
10280,779849036,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0082_02_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849036
10281,779849035,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0057_06_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849035
10282,779849034,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0050_08_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849034
10283,779849033,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0050_05_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849033
10284,779849032,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0050_04_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849032
10285,779849031,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0137_04_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849031
10286,779849030,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0110_07_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849030
10287,779849029,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0110_06_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849029
10288,779849028,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0110_05_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849028
10289,779849027,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0110_04_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849027
10290,779849026,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0110_03_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849026
10291,779849025,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0110_02_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849025
10292,779849024,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0110_01_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849024
10293,779849023,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_Co0055_01_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,779849023
10480,779846831,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_V2189_16_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846831
10481,779846829,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_KrDAT0007_08_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846829
10482,779846828,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_KrDAT0003_26_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846828
10483,779846827,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_07_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846827
10484,779846826,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_30_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846826
10485,779846825,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_29_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846825
10486,779846824,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_28_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846824
10487,779846823,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_22_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846823
10488,779846822,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_21_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846822
10489,779846821,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_18_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846821
10490,779846820,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_16_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846820
10491,779846819,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_15_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846819
10492,779846818,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_14_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846818
10493,779846817,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_13_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846817
10494,779846816,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_12_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846816
10495,779846815,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0153_11_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,779846815
10874,779845431,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V0281_02_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845431
10875,779845428,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V2083_06_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845428
10876,779845427,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V2069_18_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845427
10877,779845426,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V2065_349_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845426
10878,779845420,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1853_16_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845420
10879,779845418,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1818_08_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845418
10880,779845417,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1813_05_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845417
10881,779845416,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1813_04_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845416
10882,779845415,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1811_02_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845415
10883,779845413,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1783_05_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845413
10884,779845385,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1543_53_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845385
10885,779845384,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1543_01_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845384
10886,779845383,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1542_26_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845383
10887,779845382,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1542_11_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845382
10888,779845368,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_V1404_34_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845368
10889,779845332,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_M0007_02_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845332
10890,779845331,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_M0006_02_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845331
10891,779845330,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_M0006_14_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845330
10892,779845329,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_M0005_25_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845329
10893,779845328,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_M0002_07_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845328
10894,779845327,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_M0002_05_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845327
10895,779845326,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_M0002_04_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845326
10896,779845325,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_M0002_03_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845325
10897,779845321,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_DIG0090_09_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845321
10898,779845320,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_DIG0147_15_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845320
10899,779845319,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_DIG0118_25_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845319
10900,779845318,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_DIG0113_08_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845318
10901,779845316,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_A0039_09_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845316
10902,779845315,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_A0039_19_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,779845315
11204,1451082269,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0430_02_short.mp3,Carnivora,African Lion,Panthera leo,Dangerous,1451082269
11205,1451082268,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0430_01_short.mp3,Carnivora,African Lion,Panthera leo,Dangerous,1451082268
11206,1451082267,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0945_01_short.mp3,Carnivora,African Lion,Panthera leo,Dangerous,1451082267
11207,1451082266,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S1350_10_short.mp3,Carnivora,African Lion,Panthera leo,Dangerous,1451082266
11208,1451082265,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0544_01_short.mp3,Carnivora,African Lion,Panthera leo,Dangerous,1451082265
11209,1451082264,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_S0294_03_short.mp3,Carnivora,African Lion,Panthera leo,Dangerous,1451082264
11217,1052802741,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_Tre_N0127_02_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris Tre,Dangerous,1052802741
11218,1052802739,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_16_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802739
11219,1052802738,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_07_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802738
11220,1052802735,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_04_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802735
11221,1052802734,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_06_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802734
11222,1052802731,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_09_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802731
11223,1052802730,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_08_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802730
11224,1052802729,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_05_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802729
11225,1052802728,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_19_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802728
11226,1052802727,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_10_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802727
11227,1052802726,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_03_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802726
11228,1052802725,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_21_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802725
11229,1052802724,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_02_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802724
11230,1052802723,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_18_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802723
11231,1052802719,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_11_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802719
11232,1052802718,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_13_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802718
11233,1052802717,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_01_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802717
11234,1052802716,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_17_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,1052802716
11236,991936481,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Panthera_tigris_S0674_01_short.mp3,Carnivora,Tiger,Panthera tigris,Dangerous,991936481
11238,991907429,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lynx_lynx_S0674_02_short.mp3,Carnivora,Eurasian Lynx,Lynx lynx,Dangerous,991907429
11266,893485216,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_V1400_18_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485216
11267,893485215,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_S0492_03_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485215
11268,893485214,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_V1510_25_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485214
11269,893485213,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_V1564_26_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485213
11270,893485212,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_S1319_02_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485212
11271,893485211,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_S0673_03_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485211
11272,893485210,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_D0018_40_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485210
11273,893485209,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_S0448_01_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485209
11274,893485208,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_S0284_01_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485208
11275,893485207,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_S0247_01_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485207
11276,893485206,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_S0678_02_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485206
11277,893485205,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_S0448_03_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485205
11278,893485204,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_S1254_10_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485204
11279,893485203,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Neofelis_nebulosa_S0278_02_short.mp3,Carnivora,Clouded Leopard,Neofelis nebulosa,Dangerous,893485203
11285,893481854,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lynx_lynx_S1343_10_short.mp3,Carnivora,Eurasian Lynx,Lynx lynx,Dangerous,893481854
11293,893470448,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_DIG0172_06_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,893470448
11294,893470447,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_DIG0172_11_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,893470447
11297,893456629,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_S0231_01_short.mp3,Carnivora,Arctic Wolf,Canis lupus,Dangerous,893456629
11329,779869818,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_lagopus_S1367_20_short.mp3,Carnivora,Arctic Fox,Vulpes lagopus,Dangerous,779869818
11330,779869817,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_V0820_02_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869817
11331,779869816,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_V1886_09_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869816
11332,779869815,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_V1826_04_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869815
11333,779869814,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_V1660_32_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869814
11334,779869813,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_V1651_08_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869813
11335,779869812,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_V1502_45_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869812
11336,779869811,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_V1502_43_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869811
11337,779869810,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0903_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869810
11338,779869809,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0864_06_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869809
11339,779869808,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0845_09_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869808
11340,779869807,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0845_10_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869807
11341,779869806,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0838_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869806
11342,779869805,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0809_03_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869805
11343,779869804,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0795_02_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869804
11344,779869803,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0769_03_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869803
11345,779869802,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0726_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869802
11346,779869801,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0725_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869801
11347,779869800,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0716_03_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869800
11348,779869799,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0626_02_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869799
11349,779869798,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0625_03_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869798
11350,779869797,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0393_01_short.mp3,Carnivora,Corsac Fox,Vulpes corsac,Dangerous,779869797
